Geneid	Chr	Start	End	Strand	Length	AC3R1
Gene_007889	Random_Chr_016	402607	403203	+	596	260
Gene_007890	Random_Chr_016	403261	414027	-	10766	1866
Gene_007891	Random_Chr_016	414203	416953	+	2750	1582
Gene_007892	Random_Chr_016	417301	417610	-	309	65
Gene_007893	Random_Chr_016	418116	422132	+	4016	3929
Gene_007894	Random_Chr_016	422134	423140	-	1006	827
Gene_007895	Random_Chr_016	423373	424594	-	1221	1214
Gene_007896	Random_Chr_016	424807	425034	-	227	1
Gene_007897	Random_Chr_016	426688	428020	-	1332	76
Gene_007898	Random_Chr_016	428439	428951	+	512	0
Gene_007899	Random_Chr_016	429016	431649	-	2633	1049
Gene_007900	Random_Chr_016	431729	432619	-	890	587
Gene_007901	Random_Chr_016	432856	435580	-	2724	1753
Gene_007902	Random_Chr_016	435841	436725	+	884	193
Gene_007903	Random_Chr_016	436781	437267	+	486	54
Gene_007904	Random_Chr_016	437388	437874	+	486	82
Gene_007905	Random_Chr_016	438088	438609	+	521	105
Gene_007906	Random_Chr_016	438687	439746	-	1059	221
Gene_007907	Random_Chr_016	439845	441473	-	1628	81
Gene_007908	Random_Chr_016	441637	442529	-	892	2905
Gene_007909	Random_Chr_016	443132	444683	+	1551	1446
Gene_007910	Random_Chr_016	445091	445288	+	197	556
Gene_007911	Random_Chr_016	445335	446983	-	1648	26
Gene_007912	Random_Chr_016	447236	448978	+	1742	2
Gene_007913	Random_Chr_016	450139	450498	-	359	6
Gene_007914	Random_Chr_016	452060	452713	+	653	9
Gene_007915	Random_Chr_016	453673	454701	-	1028	1
Gene_007916	Random_Chr_016	456017	456748	+	731	2409
Gene_007917	Random_Chr_016	456779	460623	-	3844	64
Gene_007918	Random_Chr_016	460787	462303	-	1516	1460
Gene_007919	Random_Chr_016	462548	465296	+	2748	4680
Gene_007920	Random_Chr_016	465950	467075	+	1125	6988
Gene_007921	Random_Chr_016	467234	468089	-	855	1243
Gene_007922	Random_Chr_016	468389	471201	-	2812	1442
Gene_007923	Random_Chr_016	471474	473771	-	2297	626
Gene_007924	Random_Chr_016	474033	476111	-	2078	4113
Gene_007925	Random_Chr_016	476636	476848	-	212	0
Gene_007926	Random_Chr_016	477101	478705	-	1604	1835
Gene_007927	Random_Chr_016	478927	479976	-	1049	1933
Gene_007928	Random_Chr_016	481980	482243	-	263	55
Gene_007929	Random_Chr_016	486604	487111	+	507	350
Gene_007930	Random_Chr_016	487227	489361	+	2134	2950
Gene_007931	Random_Chr_016	489437	490919	-	1482	2135.5
Gene_007932	Random_Chr_016	490921	494383	-	3462	3096
Gene_007933	Random_Chr_016	494693	495898	+	1205	781
Gene_007934	Random_Chr_016	497361	498903	+	1542	384
Gene_007935	Random_Chr_016	499242	500496	+	1254	2675
Gene_007936	Random_Chr_016	500610	501238	+	628	7057
Gene_007937	Random_Chr_016	501295	502213	+	918	10.5
Gene_007938	Random_Chr_016	502881	503651	+	770	16
Gene_007939	Random_Chr_016	505873	506208	+	335	2294
Gene_007940	Random_Chr_016	507932	508560	+	628	38
Gene_007941	Random_Chr_016	508783	509345	-	562	409
Gene_007942	Random_Chr_016	510717	511392	+	675	1160
Gene_007943	Random_Chr_016	511570	511983	-	413	97
Gene_007944	Random_Chr_016	512327	512937	-	610	30
Gene_007945	Random_Chr_016	513191	513914	+	723	1372
Gene_007946	Random_Chr_016	514093	515422	+	1329	290
Gene_007947	Random_Chr_016	515605	516591	-	986	128
Gene_007948	Random_Chr_016	517118	518230	-	1112	20
Gene_007949	Random_Chr_016	518512	519786	-	1274	452
Gene_007950	Random_Chr_016	520383	522581	+	2198	642
Gene_007951	Random_Chr_016	522709	523649	+	940	534
Gene_007952	Random_Chr_016	524276	524656	+	380	3
Gene_007953	Random_Chr_016	524832	526151	+	1319	3509
Gene_007954	Random_Chr_016	526187	527603	+	1416	42
Gene_007955	Random_Chr_016	527654	527997	-	343	0
Gene_007956	Random_Chr_016	528119	530305	-	2186	16
Gene_007957	Random_Chr_016	530486	533130	-	2644	1528
Gene_007958	Random_Chr_016	534064	535233	-	1169	1199
Gene_007959	Random_Chr_016	535382	537838	+	2456	323
Gene_007960	Random_Chr_016	538025	538726	+	701	321
Gene_007961	Random_Chr_016	538820	539990	-	1170	2154
Gene_007962	Random_Chr_016	540129	540950	-	821	13
Gene_007963	Random_Chr_016	541454	542305	-	851	94
Gene_007964	Random_Chr_016	544771	544941	+	170	1
Gene_007965	Random_Chr_016	549045	549215	+	170	0
Gene_007966	Random_Chr_016	549837	550004	-	167	1
Gene_007967	Random_Chr_016	551460	552373	-	913	1023
Gene_007968	Random_Chr_016	552451	555913	+	3462	1870
Gene_007969	Random_Chr_016	556005	557459	+	1454	2590
Gene_007970	Random_Chr_016	557520	558913	-	1393	3583
Gene_007971	Random_Chr_016	559068	560267	+	1199	449
Gene_007972	Random_Chr_016	560718	561175	-	457	60
Gene_007973	Random_Chr_016	561285	562598	+	1313	3258
Gene_007974	Random_Chr_016	562670	564058	-	1388	62
Gene_007975	Random_Chr_016	564079	565351	-	1272	167
Gene_007976	Random_Chr_016	565619	567746	+	2127	1771
Gene_007977	Random_Chr_016	567748	568549	+	801	406
Gene_007978	Random_Chr_016	568551	570056	-	1505	442
Gene_007979	Random_Chr_016	570424	571215	-	791	2
Gene_007980	Random_Chr_016	571439	571987	-	548	73
Gene_007981	Random_Chr_016	572191	572904	-	713	9
Gene_007982	Random_Chr_016	573266	574057	-	791	232
Gene_007983	Random_Chr_016	574755	575473	-	718	1874
Gene_007984	Random_Chr_016	575475	576843	-	1368	2057
Gene_007985	Random_Chr_016	577030	577963	-	933	184
Gene_007986	Random_Chr_016	578031	578333	+	302	11
Gene_007987	Random_Chr_016	578755	579009	+	254	9
Gene_007988	Random_Chr_016	579056	580838	-	1782	791
Gene_007989	Random_Chr_016	580971	583810	-	2839	1238
Gene_007990	Random_Chr_016	584087	584662	-	575	457
Gene_007991	Random_Chr_016	584807	590012	-	5205	34
Gene_007992	Random_Chr_016	591296	591608	+	312	2
Gene_007993	Random_Chr_016	591660	593603	-	1943	633.5
Gene_007994	Random_Chr_016	593931	594323	-	392	1
Gene_007995	Random_Chr_016	595419	595682	-	263	0
Gene_007996	Random_Chr_016	596779	597168	+	389	440
Gene_007997	Random_Chr_016	597170	598509	-	1339	195
Gene_007998	Random_Chr_016	598514	598977	+	463	0
Gene_007999	Random_Chr_016	599330	599602	+	272	1
Gene_008000	Random_Chr_016	600587	602410	+	1823	818.5
Gene_008001	Random_Chr_016	603045	605756	+	2711	334
Gene_008002	Random_Chr_016	605880	607076	-	1196	893
Gene_008003	Random_Chr_016	607580	609559	+	1979	23
Gene_008004	Random_Chr_016	610148	611704	+	1556	8
Gene_008005	Random_Chr_016	612943	613791	+	848	8
Gene_008006	Random_Chr_016	613884	614917	+	1033	29
Gene_008007	Random_Chr_016	615454	615858	+	404	660
Gene_008008	Random_Chr_016	615948	618427	-	2479	14
Gene_008009	Random_Chr_016	618772	619731	+	959	2
Gene_008010	Random_Chr_016	619815	620867	-	1052	145
Gene_008011	Random_Chr_016	621071	621637	-	566	11359
Gene_008012	Random_Chr_016	621799	622035	+	236	4030
Gene_008013	Random_Chr_016	622397	623032	+	635	3
Gene_008014	Random_Chr_016	623060	625149	-	2089	1553
Gene_008015	Random_Chr_016	627351	628026	-	675	428
Gene_008016	Random_Chr_016	629863	630420	-	557	15
Gene_008017	Random_Chr_016	633870	637654	+	3784	1494
Gene_008018	Random_Chr_016	638079	639581	-	1502	175.83
Gene_008019	Random_Chr_016	640653	641195	+	542	1112
Gene_008020	Random_Chr_016	642093	642296	-	203	0
Gene_008021	Random_Chr_016	642928	643463	-	535	0
Gene_008022	Random_Chr_016	646502	647377	+	875	0.5
Gene_008023	Random_Chr_016	650392	651871	+	1479	727.27
Gene_008024	Random_Chr_016	652497	653133	+	636	248.95
Gene_008025	Random_Chr_016	653362	653433	+	71	0
Gene_008026	Random_Chr_016	653603	653674	+	71	1
Gene_008027	Random_Chr_016	654064	654416	+	352	0
Gene_008028	Random_Chr_016	660285	660711	+	426	0
Gene_008029	Random_Chr_016	662207	662698	-	491	0
Gene_008030	Random_Chr_016	664170	665057	-	887	0
Gene_008031	Random_Chr_017	6457	8528	+	2071	3494
Gene_008032	Random_Chr_017	8530	10426	+	1896	150
Gene_008033	Random_Chr_017	10496	11428	-	932	194
Gene_008034	Random_Chr_017	11609	16967	-	5358	4050
Gene_008035	Random_Chr_017	16969	24727	-	7758	3395
Gene_008036	Random_Chr_017	24846	25839	-	993	252
Gene_008037	Random_Chr_017	26112	27146	+	1034	154
Gene_008038	Random_Chr_017	27262	27597	+	335	0
Gene_008039	Random_Chr_017	27747	28460	+	713	275
Gene_008040	Random_Chr_017	28498	30310	-	1812	3541
Gene_008041	Random_Chr_017	31008	31973	-	965	10463
Gene_008042	Random_Chr_017	32082	33465	-	1383	2611.5
Gene_008043	Random_Chr_017	33923	35696	+	1773	11765
Gene_008044	Random_Chr_017	36136	36405	+	269	2
Gene_008045	Random_Chr_017	36486	37732	-	1246	2272
Gene_008046	Random_Chr_017	38120	39842	+	1722	827
Gene_008047	Random_Chr_017	41263	41709	+	446	32
Gene_008048	Random_Chr_017	43694	45163	+	1469	652
Gene_008049	Random_Chr_017	45442	46247	-	805	209
Gene_008050	Random_Chr_017	46435	49329	+	2894	1433
Gene_008051	Random_Chr_017	49331	49917	-	586	1126
Gene_008052	Random_Chr_017	50091	50608	+	517	232
Gene_008053	Random_Chr_017	50831	50902	+	71	0
Gene_008054	Random_Chr_017	51014	51783	+	769	622
Gene_008055	Random_Chr_017	52001	55195	+	3194	899
Gene_008056	Random_Chr_017	55798	56456	+	658	2
Gene_008057	Random_Chr_017	57102	57850	+	748	290
Gene_008058	Random_Chr_017	58696	58812	+	116	0
Gene_008059	Random_Chr_017	59896	60140	-	244	1
Gene_008060	Random_Chr_017	60730	61384	+	654	845
Gene_008061	Random_Chr_017	61934	62923	+	989	2077
Gene_008062	Random_Chr_017	62953	64168	-	1215	952
Gene_008063	Random_Chr_017	64170	64557	-	387	48
Gene_008064	Random_Chr_017	64806	67359	-	2553	449
Gene_008065	Random_Chr_017	67618	68677	-	1059	1020
Gene_008066	Random_Chr_017	68937	69253	+	316	140
Gene_008067	Random_Chr_017	69339	69643	-	304	7
Gene_008068	Random_Chr_017	69761	71508	-	1747	2239
Gene_008069	Random_Chr_017	71641	71985	-	344	55
Gene_008070	Random_Chr_017	72275	72910	-	635	22
Gene_008071	Random_Chr_017	73674	74102	+	428	844
Gene_008072	Random_Chr_017	74481	78050	-	3569	3390
Gene_008073	Random_Chr_017	78634	79908	+	1274	948
Gene_008074	Random_Chr_017	80187	81557	+	1370	1454
Gene_008075	Random_Chr_017	81833	82311	+	478	928
Gene_008076	Random_Chr_017	82812	83093	+	281	25
Gene_008077	Random_Chr_017	83221	84267	-	1046	2021
Gene_008078	Random_Chr_017	84683	93819	+	9136	1790
Gene_008079	Random_Chr_017	93959	94466	+	507	104
Gene_008080	Random_Chr_017	94468	95351	-	883	739
Gene_008081	Random_Chr_017	95679	98160	-	2481	47
Gene_008082	Random_Chr_017	98370	99603	-	1233	126
Gene_008083	Random_Chr_017	99937	100545	+	608	84
Gene_008084	Random_Chr_017	100636	102990	-	2354	2735
Gene_008085	Random_Chr_017	103532	104969	+	1437	533
Gene_008086	Random_Chr_017	104971	107852	+	2881	692
Gene_008087	Random_Chr_017	107854	110032	+	2178	2377
Gene_008088	Random_Chr_017	110868	111789	-	921	594
Gene_008089	Random_Chr_017	111957	112319	+	362	321
Gene_008090	Random_Chr_017	114458	115618	-	1160	2663
Gene_008091	Random_Chr_017	116171	116580	-	409	6
Gene_008092	Random_Chr_017	116787	118052	-	1265	1272
Gene_008093	Random_Chr_017	120493	120726	-	233	44
Gene_008094	Random_Chr_017	121042	121724	+	682	44
Gene_008095	Random_Chr_017	124215	125545	+	1330	1552
Gene_008096	Random_Chr_017	125636	127274	-	1638	2069
Gene_008097	Random_Chr_017	129069	130798	-	1729	2213
Gene_008098	Random_Chr_017	132641	133045	+	404	295
Gene_008099	Random_Chr_017	133118	134401	-	1283	962
Gene_008100	Random_Chr_017	136326	138658	+	2332	2688
Gene_008101	Random_Chr_017	138835	139703	+	868	1180
Gene_008102	Random_Chr_017	139806	141118	+	1312	1394
Gene_008103	Random_Chr_017	141120	141559	-	439	190
Gene_008104	Random_Chr_017	142002	142749	+	747	661
Gene_008105	Random_Chr_017	142963	145726	+	2763	1263
Gene_008106	Random_Chr_017	145815	146507	-	692	11
Gene_008107	Random_Chr_017	147258	152921	+	5663	10065
Gene_008108	Random_Chr_017	153092	153736	+	644	1008
Gene_008109	Random_Chr_017	153759	154561	-	802	797
Gene_008110	Random_Chr_017	154986	156859	+	1873	4996
Gene_008111	Random_Chr_017	157606	160426	+	2820	20
Gene_008112	Random_Chr_017	160664	161113	-	449	79
Gene_008113	Random_Chr_017	161229	161990	-	761	63
Gene_008114	Random_Chr_017	162291	163852	+	1561	6
Gene_008115	Random_Chr_017	164039	165593	-	1554	94
Gene_008116	Random_Chr_017	166045	166841	-	796	5
Gene_008117	Random_Chr_017	166883	167667	-	784	1
Gene_008118	Random_Chr_017	168185	169466	+	1281	40
Gene_008119	Random_Chr_017	169658	170645	+	987	23
Gene_008120	Random_Chr_017	170866	171174	+	308	11
Gene_008121	Random_Chr_017	171255	172783	-	1528	525
Gene_008122	Random_Chr_017	172903	174226	-	1323	41
Gene_008123	Random_Chr_017	174439	175282	-	843	1201
Gene_008124	Random_Chr_017	175656	175947	-	291	0
Gene_008125	Random_Chr_017	176095	176368	-	273	2
Gene_008126	Random_Chr_017	178226	178411	+	185	0
Gene_008127	Random_Chr_017	178454	179063	+	609	29
Gene_008128	Random_Chr_017	179385	180143	+	758	24.75
Gene_008129	Random_Chr_017	180671	182562	+	1891	129.25
Gene_008130	Random_Chr_017	182994	183624	+	630	92
Gene_008131	Random_Chr_017	183781	184959	+	1178	783
Gene_008132	Random_Chr_017	185150	189123	+	3973	480
Gene_008133	Random_Chr_017	189236	190112	-	876	390
Gene_008134	Random_Chr_017	190114	191720	-	1606	587
Gene_008135	Random_Chr_017	192980	194272	-	1292	0
Gene_008136	Random_Chr_017	194742	195077	+	335	0
Gene_008137	Random_Chr_017	196303	196944	-	641	41
Gene_008138	Random_Chr_017	197737	200346	-	2609	744
Gene_008139	Random_Chr_017	200425	201800	-	1375	7
Gene_008140	Random_Chr_017	202327	203103	-	776	175.5
Gene_008141	Random_Chr_017	204077	205611	+	1534	8436
Gene_008142	Random_Chr_017	206238	206768	-	530	1056
Gene_008143	Random_Chr_017	207740	209384	+	1644	856
Gene_008144	Random_Chr_017	210450	211110	+	660	2
Gene_008145	Random_Chr_017	214015	217455	+	3440	5
Gene_008146	Random_Chr_017	220942	221659	+	717	652
Gene_008147	Random_Chr_017	221661	224147	+	2486	3454
Gene_008148	Random_Chr_017	224426	224778	-	352	353
Gene_008149	Random_Chr_017	224835	226631	+	1796	164
Gene_008150	Random_Chr_017	226709	226995	+	286	55
Gene_008151	Random_Chr_017	226997	228042	-	1045	1523
Gene_008152	Random_Chr_017	228289	229809	+	1520	380
Gene_008153	Random_Chr_017	230949	231707	+	758	24.75
Gene_008154	Random_Chr_017	232235	234126	+	1891	129.25
Gene_008155	Random_Chr_017	234548	237978	+	3430	4487
Gene_008156	Random_Chr_017	238174	239274	+	1100	167
Gene_008157	Random_Chr_017	239433	240706	-	1273	9
Gene_008158	Random_Chr_017	240804	246351	-	5547	10
Gene_008159	Random_Chr_017	246736	248385	+	1649	179.67
Gene_008160	Random_Chr_017	249784	251096	+	1312	287
Gene_008161	Random_Chr_017	252042	252426	-	384	7
Gene_008162	Random_Chr_017	253834	256254	+	2420	1768
Gene_008163	Random_Chr_017	256256	256878	+	622	54
Gene_008164	Random_Chr_017	257000	257330	+	330	18
Gene_008165	Random_Chr_017	257521	257877	-	356	31
Gene_008166	Random_Chr_017	258408	259198	-	790	466
Gene_008167	Random_Chr_017	259200	260914	-	1714	1167
Gene_008168	Random_Chr_017	261162	262636	-	1474	1207
Gene_008169	Random_Chr_017	262730	264579	-	1849	6400
Gene_008170	Random_Chr_017	265096	265683	+	587	1
Gene_008171	Random_Chr_017	265819	266484	+	665	187
Gene_008172	Random_Chr_017	266676	267216	-	540	32
Gene_008173	Random_Chr_017	267624	268519	-	895	77
Gene_008174	Random_Chr_017	269063	270882	+	1819	775
Gene_008175	Random_Chr_017	270981	271520	-	539	4
Gene_008176	Random_Chr_017	272245	274542	-	2297	1676
Gene_008177	Random_Chr_017	275512	276447	+	935	24
Gene_008178	Random_Chr_017	277893	278547	+	654	14
Gene_008179	Random_Chr_017	278827	280607	+	1780	22
Gene_008180	Random_Chr_017	280675	281551	+	876	6
Gene_008181	Random_Chr_017	281704	286031	+	4327	28
Gene_008182	Random_Chr_017	286033	288026	-	1993	836
Gene_008183	Random_Chr_017	288085	289039	-	954	213
Gene_008184	Random_Chr_017	289337	290139	+	802	36
Gene_008185	Random_Chr_017	290219	291779	-	1560	13
Gene_008186	Random_Chr_017	292018	292971	+	953	239
Gene_008187	Random_Chr_017	293111	294726	+	1615	4801
Gene_008188	Random_Chr_017	294800	295222	-	422	442
Gene_008189	Random_Chr_017	295448	296423	+	975	3850
Gene_008190	Random_Chr_017	296526	296729	+	203	1
Gene_008191	Random_Chr_017	296759	297692	-	933	367
Gene_008192	Random_Chr_017	297694	298557	-	863	770
Gene_008193	Random_Chr_017	300092	300415	-	323	11
Gene_008194	Random_Chr_017	300635	301613	-	978	153
Gene_008195	Random_Chr_017	301771	304269	+	2498	188
Gene_008196	Random_Chr_017	304468	305263	-	795	454
Gene_008197	Random_Chr_017	305406	307843	-	2437	2566
Gene_008198	Random_Chr_017	308312	310293	+	1981	1696
Gene_008199	Random_Chr_017	311115	312132	+	1017	3622
Gene_008200	Random_Chr_017	312249	313643	-	1394	12929
Gene_008201	Random_Chr_017	314661	315797	-	1136	6
Gene_008202	Random_Chr_017	316215	317335	+	1120	779
Gene_008203	Random_Chr_017	317738	318151	-	413	373
Gene_008204	Random_Chr_017	318568	319591	+	1023	725
Gene_008205	Random_Chr_017	319780	322005	-	2225	2470
Gene_008206	Random_Chr_017	322274	322828	+	554	129
Gene_008207	Random_Chr_017	323063	324103	+	1040	806
Gene_008208	Random_Chr_017	324173	325210	-	1037	0
Gene_008209	Random_Chr_017	325550	326343	+	793	445
Gene_008210	Random_Chr_017	326479	329859	-	3380	2735
Gene_008211	Random_Chr_017	330062	330803	-	741	922
Gene_008212	Random_Chr_017	331024	331317	+	293	152
Gene_008213	Random_Chr_017	331389	331879	-	490	2483
Gene_008214	Random_Chr_017	332190	332517	-	327	711
Gene_008215	Random_Chr_017	332994	337004	-	4010	3941
Gene_008216	Random_Chr_017	337655	337834	-	179	1
Gene_008217	Random_Chr_017	338697	339971	+	1274	3201
Gene_008218	Random_Chr_017	340969	341785	+	816	2932
Gene_008219	Random_Chr_017	343000	345398	+	2398	2273
Gene_008220	Random_Chr_017	346164	346460	+	296	1
Gene_008221	Random_Chr_017	346671	346841	-	170	0
Gene_008222	Random_Chr_017	347366	347629	+	263	0
Gene_008223	Random_Chr_017	350111	354705	-	4594	1695
Gene_008224	Random_Chr_017	355227	356514	+	1287	848
Gene_008225	Random_Chr_017	356823	357317	-	494	0
Gene_008226	Random_Chr_017	359291	361736	+	2445	907
Gene_008227	Random_Chr_017	362260	362823	-	563	0
Gene_008228	Random_Chr_017	363219	365318	+	2099	706
Gene_008229	Random_Chr_017	365556	365771	+	215	93
Gene_008230	Random_Chr_017	366139	368708	+	2569	2066
Gene_008231	Random_Chr_017	368921	374137	+	5216	1772
Gene_008232	Random_Chr_017	374380	375406	+	1026	1527
Gene_008233	Random_Chr_017	375408	376851	+	1443	27
Gene_008234	Random_Chr_017	377068	378008	+	940	494
Gene_008235	Random_Chr_017	378071	379095	-	1024	702
Gene_008236	Random_Chr_017	379288	379627	-	339	217
Gene_008237	Random_Chr_017	380687	381373	-	686	1442
Gene_008238	Random_Chr_017	382514	382849	-	335	20
Gene_008239	Random_Chr_017	382974	384810	-	1836	938
Gene_008240	Random_Chr_017	386474	388266	+	1792	112
Gene_008241	Random_Chr_017	388317	389721	+	1404	9
Gene_008242	Random_Chr_017	390193	390465	+	272	118
Gene_008243	Random_Chr_017	390558	391987	+	1429	446
Gene_008244	Random_Chr_017	391989	394148	-	2159	517
Gene_008245	Random_Chr_017	395207	395599	+	392	25
Gene_008246	Random_Chr_017	395857	396217	-	360	0
Gene_008247	Random_Chr_017	396371	398289	-	1918	309
Gene_008248	Random_Chr_017	398291	399796	-	1505	722
Gene_008249	Random_Chr_017	399798	401896	-	2098	944
Gene_008250	Random_Chr_017	402115	402199	+	84	1
Gene_008251	Random_Chr_017	402209	402281	+	72	1
Gene_008252	Random_Chr_017	402756	403362	+	606	3739
Gene_008253	Random_Chr_017	403453	405429	+	1976	1278
Gene_008254	Random_Chr_017	405565	407076	+	1511	1973
Gene_008255	Random_Chr_017	407378	408923	-	1545	1260
Gene_008256	Random_Chr_017	409304	410067	+	763	8
Gene_008257	Random_Chr_017	410153	410308	+	155	7
Gene_008258	Random_Chr_017	410438	411424	+	986	41
Gene_008259	Random_Chr_017	412813	414138	+	1325	341
Gene_008260	Random_Chr_017	414140	414668	+	528	121
Gene_008261	Random_Chr_017	415875	417741	-	1866	1018
Gene_008262	Random_Chr_017	417935	418366	+	431	227
Gene_008263	Random_Chr_017	421830	422239	+	409	1
Gene_008264	Random_Chr_017	422407	422799	-	392	11
Gene_008265	Random_Chr_017	422948	423391	-	443	8
Gene_008266	Random_Chr_017	423620	423968	+	348	14
Gene_008267	Random_Chr_017	423970	425246	-	1276	95
Gene_008268	Random_Chr_017	425816	426301	-	485	193
Gene_008269	Random_Chr_017	427089	428228	-	1139	0
Gene_008270	Random_Chr_017	428332	429887	-	1555	750
